pid,age,gender,country,login_count_24h,repeat_login_count_24h,active_days_24h,avg_login_gap_minutes,jobs_started_24h,unique_jobs_started_24h,career_jobs_started_24h,special_jobs_started_24h,freeplay_jobs_started_24h,challenge_jobs_started_24h,jobs_completed_24h,career_jobs_completed_24h,special_jobs_completed_24h,freeplay_jobs_completed_24h,challenge_jobs_completed_24h,tasks_completed_24h,subtasks_completed_24h,jobs_exited_24h,avg_session_length_exit,max_session_length_exit,avg_session_length,max_session_length,distinct_jobs_played,interruption_count,avg_interruption_session,longest_interrupted_session,career_play_ratio,special_play_ratio,freeplay_ratio,challenge_ratio,retained
p8479,41,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,1,323.0000000000000000,323,0,0,0,1,323.0000000000000000,323,0,0,0,0,1
p848,30,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8480,22,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8481,39,Male,USA,3,2,1,37.2916666666666667,2,2,2,0,0,0,1,1,0,0,0,1,52,4,5.7500000000000000,9,4.5000000000000000,9,2,4,5.7500000000000000,9,1,0,0,0,0
p8482,33,Female,Germany,1,0,1,0,29,29,29,0,0,0,29,29,0,0,0,37,2932,29,29.4827586206896552,62,27.4137931034482759,60,29,29,29.4827586206896552,62,1,0,0,0,1
p8483,30,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8484,19,Prefer not to say,Australia,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4.0000000000000000,4,1.00000000000000000000,1,1,1,4.0000000000000000,4,1,0,0,0,0
p8485,31,Female,USA,2,1,2,401.2666666666666667,2,2,2,0,0,0,2,2,0,0,0,8,171,4,104.0000000000000000,287,36.0000000000000000,38,2,4,104.0000000000000000,287,1,0,0,0,1
p8486,31,Female,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,80,1,13.0000000000000000,13,7.5000000000000000,13,2,1,13.0000000000000000,13,1,0,0,0,0
p8487,40,Male,Germany,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,10.0000000000000000,10,1.00000000000000000000,1,1,1,10.0000000000000000,10,1,0,0,0,1
p8488,30,Female,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,5,281,5,216.2000000000000000,270,188.6666666666666667,263,3,5,216.2000000000000000,270,1,0,0,0,0
p8489,46,Male,USA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,99.0000000000000000,99,0,0,0,1,99.0000000000000000,99,0,0,0,0,0
p849,23,Transgender,Australia,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,2,140,3,38.6666666666666667,60,19.0000000000000000,49,3,3,38.6666666666666667,60,1,0,0,0,1
p8490,23,Female,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8491,28,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8492,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8493,31,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8494,23,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8495,25,Female,Romania,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,8,195,4,373.5000000000000000,1054,213.5000000000000000,215,2,4,373.5000000000000000,1054,1,0,0,0,1
p8496,57,Female,Sweden,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,94,2,29.0000000000000000,47,6.5000000000000000,11,2,2,29.0000000000000000,47,1,0,0,0,1
p8497,31,Male,USA,2,1,2,947.8166666666666667,6,6,6,0,0,0,4,4,0,0,0,12,298,9,48.5555555555555556,91,46.8333333333333333,88,6,9,48.5555555555555556,91,1,0,0,0,1
p8498,25,Transgender,USA,2,1,1,138.5666666666666667,3,3,3,0,0,0,4,4,0,0,0,12,298,5,72.0000000000000000,103,59.6666666666666667,98,3,5,72.0000000000000000,103,1,0,0,0,1
p8499,25,Male,USA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,64,1,65.0000000000000000,65,0.00000000000000000000,0,1,1,65.0000000000000000,65,1,0,0,0,0
p85,37,Female,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,100,2,30.5000000000000000,52,5.0000000000000000,9,2,2,30.5000000000000000,52,1,0,0,0,1
p850,34,Male,USA,2,1,1,669.2000000000000000,6,6,6,0,0,0,5,5,0,0,0,13,572,7,189.7142857142857143,340,146.6666666666666667,290,6,7,189.7142857142857143,340,1,0,0,0,1
p8500,24,"Non-binary,Female",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8501,24,Female,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,68,2,15.0000000000000000,21,5.0000000000000000,9,2,2,15.0000000000000000,21,1,0,0,0,0
p8502,38,Female,Japan,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,15.0000000000000000,15,8.0000000000000000,8,1,1,15.0000000000000000,15,1,0,0,0,0
p8503,26,Non-binary,USA,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,9,147,3,81.6666666666666667,160,28.3333333333333333,80,3,3,81.6666666666666667,160,1,0,0,0,1
p8504,21,Non-binary,Germany,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,63.5000000000000000,115,7.0000000000000000,12,2,2,63.5000000000000000,115,1,0,0,0,1
p8505,22,Male,Australia,2,1,1,240.8833333333333333,7,7,7,0,0,0,6,6,0,0,0,14,456,9,100.5555555555555556,182,62.4285714285714286,168,7,9,100.5555555555555556,182,1,0,0,0,1
p8506,42,Female,Germany,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,42,2,12.5000000000000000,14,6.5000000000000000,11,2,2,12.5000000000000000,14,1,0,0,0,0
p8507,32,Female,USA,2,1,1,780.9166666666666667,2,2,2,0,0,0,2,2,0,0,0,3,162,3,83.0000000000000000,100,74.5000000000000000,76,2,3,83.0000000000000000,100,1,0,0,0,1
p8508,21,Transgender,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,16.0000000000000000,16,0,0,0,1,16.0000000000000000,16,0,0,0,0,1
p8509,22,Male,USA,2,1,1,425.6666666666666667,5,5,5,0,0,0,5,5,0,0,0,13,458,8,151.3750000000000000,287,123.0000000000000000,239,5,8,151.3750000000000000,287,1,0,0,0,0
p851,38,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8510,24,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8511,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1106.0000000000000000,1106,0,0,0,1,1106.0000000000000000,1106,0,0,0,0,0
p8512,29,Non-binary,Netherlands,1,0,1,0,6,6,5,1,0,0,5,4,1,0,0,6,266,6,259.3333333333333333,401,192.8333333333333333,400,6,6,259.3333333333333333,401,0.8333333333333334,0.16666666666666666,0,0,0
p8513,22,Female,Finland,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,48,1,25.0000000000000000,25,2.0000000000000000,2,1,1,25.0000000000000000,25,0,1,0,0,0
p8514,30,Male,,2,1,2,1316.9666666666666667,3,3,3,0,0,0,2,2,0,0,0,2,169,3,26.6666666666666667,59,23.0000000000000000,59,3,3,26.6666666666666667,59,1,0,0,0,1
p8515,32,Male,USA,0,0,0,0,3,3,3,0,0,0,3,3,0,0,0,8,93,4,766.2500000000000000,831,744.6666666666666667,826,3,4,766.2500000000000000,831,1,0,0,0,1
p8516,27,Female,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,170,3,32.6666666666666667,48,16.6666666666666667,45,3,3,32.6666666666666667,48,1,0,0,0,1
p8517,18,Male,USA,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,2,123,2,67.0000000000000000,85,49.0000000000000000,49,1,2,67.0000000000000000,85,1,0,0,0,1
p8518,21,Male,USA,1,0,1,0,5,5,4,1,0,0,4,3,1,0,0,4,348,6,129.5000000000000000,151,96.2000000000000000,142,5,6,129.5000000000000000,151,0.8,0.2,0,0,1
p8519,30,Female,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,83,3,21.0000000000000000,55,4.0000000000000000,6,2,3,21.0000000000000000,55,1,0,0,0,1
p852,20,Male,Malaysia,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,2,140,3,53.3333333333333333,76,28.3333333333333333,75,3,3,53.3333333333333333,76,1,0,0,0,1
p8520,20,"Female,Transgender",Canada,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,79,1,29.0000000000000000,29,0.00000000000000000000,0,1,1,29.0000000000000000,29,1,0,0,0,1
p8521,26,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8522,19,Transgender,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8523,21,Male,USA,2,1,1,889.8666666666666667,1,1,1,0,0,0,0,0,0,0,0,0,6,1,7.0000000000000000,7,0.00000000000000000000,0,1,1,7.0000000000000000,7,1,0,0,0,0
p8524,21,Male,Australia,1,0,1,0,4,4,4,0,0,0,4,4,0,0,0,12,342,4,100.5000000000000000,237,41.5000000000000000,79,4,4,100.5000000000000000,237,1,0,0,0,1
p8525,39,Female,USA,2,1,1,420.7666666666666667,6,6,5,1,0,0,5,4,1,0,0,7,348,6,91.1666666666666667,198,56.0000000000000000,140,6,6,91.1666666666666667,198,0.8333333333333334,0.16666666666666666,0,0,1
p8526,30,Female,USA,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,2,26,2,307.5000000000000000,311,304.0000000000000000,304,1,2,307.5000000000000000,311,1,0,0,0,0
p8527,33,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8528,20,Male,USA,1,0,1,0,3,3,2,1,0,0,2,1,1,0,0,2,330,3,195.3333333333333333,225,120.3333333333333333,187,3,3,195.3333333333333333,225,0.6666666666666666,0.3333333333333333,0,0,1
p8529,27,Female,USA,2,1,1,213.6833333333333333,2,2,2,0,0,0,1,1,0,0,0,8,87,3,60.3333333333333333,78,33.5000000000000000,67,2,3,60.3333333333333333,78,1,0,0,0,1
p853,27,Male,UK,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,4,170,4,52.0000000000000000,79,32.5000000000000000,63,4,4,52.0000000000000000,79,1,0,0,0,1
p8531,24,Male,Netherlands,2,1,1,59.9166666666666667,5,5,5,0,0,0,4,4,0,0,0,11,267,8,37.2500000000000000,89,21.8000000000000000,52,5,8,37.2500000000000000,89,1,0,0,0,1
p8532,26,Female,USA,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,53,2,48.5000000000000000,49,24.0000000000000000,48,2,2,48.5000000000000000,49,1,0,0,0,0
p8533,24,Male,USA,1,0,1,0,1,1,1,0,0,0,2,2,0,0,0,5,187,2,136.0000000000000000,137,135.0000000000000000,135,1,2,136.0000000000000000,137,1,0,0,0,1
p8534,21,Male,Thailand,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,9.0000000000000000,9,0.00000000000000000000,0,1,1,9.0000000000000000,9,1,0,0,0,1
p8535,21,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8537,25,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8538,38,Female,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,115,2,35.5000000000000000,61,5.5000000000000000,10,2,2,35.5000000000000000,61,1,0,0,0,1
p8539,28,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p854,18,Male,Germany,2,1,1,44.3500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8540,19,Male,USA,2,1,1,674.2833333333333333,2,2,2,0,0,0,2,2,0,0,0,3,130,4,82.7500000000000000,192,65.0000000000000000,89,2,4,82.7500000000000000,192,1,0,0,0,1
p8541,22,Male,Australia,1,0,1,0,6,6,6,0,0,0,3,3,0,0,0,4,202,8,101.0000000000000000,190,74.3333333333333333,178,6,8,101.0000000000000000,190,1,0,0,0,0
p8542,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8543,32,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8544,31,Female,UK,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,5.0000000000000000,5,0.00000000000000000000,0,1,1,5.0000000000000000,5,1,0,0,0,0
p8546,49,Male,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8548,18,Transgender,Canada,2,1,2,1002.6500000000000000,1,1,1,0,0,0,1,1,0,0,0,3,97,4,290.2500000000000000,540,525.0000000000000000,525,1,4,290.2500000000000000,540,1,0,0,0,0
p8549,20,Male,Norway,3,2,1,673.1666666666666667,7,7,7,0,0,0,6,6,0,0,0,14,464,8,140.3750000000000000,196,107.7142857142857143,178,7,8,140.3750000000000000,196,1,0,0,0,0
p855,31,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8550,23,Female,UK,2,1,2,1252.0833333333333333,2,2,2,0,0,0,2,2,0,0,0,2,140,3,35.0000000000000000,50,14.0000000000000000,18,2,3,35.0000000000000000,50,1,0,0,0,0
p8551,24,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8552,35,Female,USA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5,25,1,68.0000000000000000,68,13.0000000000000000,13,1,1,68.0000000000000000,68,1,0,0,0,1
p8553,29,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8554,37,Female,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,78,2,89.0000000000000000,171,4.0000000000000000,7,2,2,89.0000000000000000,171,1,0,0,0,0
p8555,29,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8556,25,Male,Germany,2,1,1,677.6000000000000000,7,7,7,0,0,0,6,6,0,0,0,14,454,8,111.6250000000000000,187,82.5714285714285714,159,7,8,111.6250000000000000,187,1,0,0,0,1
p8557,31,Male,USA,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,9,172,1,74.0000000000000000,74,0.00000000000000000000,0,1,1,74.0000000000000000,74,1,0,0,0,0
p8558,55,Male,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8559,19,Female,USA,3,2,1,151.1166666666666667,2,2,2,0,0,0,2,2,0,0,0,6,215,5,56.2000000000000000,103,55.5000000000000000,57,2,5,56.2000000000000000,103,1,0,0,0,1
p856,21,Male,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,49,3,9.3333333333333333,13,7.5000000000000000,9,2,3,9.3333333333333333,13,1,0,0,0,0
p8560,20,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8561,27,Transgender,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8562,28,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8563,18,Male,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,106,2,20.5000000000000000,33,4.0000000000000000,8,2,2,20.5000000000000000,33,1,0,0,0,1
p8564,21,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8565,22,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8566,30,Female,UK,1,0,1,0,4,4,4,0,0,0,4,4,0,0,0,4,223,4,139.2500000000000000,184,113.5000000000000000,145,4,4,139.2500000000000000,184,1,0,0,0,1
p8567,18,Transgender,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8568,35,Male,USA,4,3,1,46.6666666666666666,7,7,7,0,0,0,7,7,0,0,0,7,657,12,197.5833333333333333,404,221.4285714285714286,404,7,12,197.5833333333333333,404,1,0,0,0,1
p8569,20,Female,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,10,195,2,140.5000000000000000,142,69.5000000000000000,139,2,2,140.5000000000000000,142,1,0,0,0,1
p857,29,Transgender,UK,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,8,1,3.0000000000000000,3,0.00000000000000000000,0,1,1,3.0000000000000000,3,1,0,0,0,0
p8570,39,Female,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,24.0000000000000000,24,0,0,0,1,24.0000000000000000,24,0,0,0,0,1
p8571,22,Male,USA,2,1,1,277.3333333333333333,5,5,5,0,0,0,5,5,0,0,0,6,380,7,90.8571428571428571,130,82.6000000000000000,123,5,7,90.8571428571428571,130,1,0,0,0,1
p8572,30,Male,Ukraine,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,7,265,4,99.0000000000000000,197,49.7500000000000000,123,4,4,99.0000000000000000,197,1,0,0,0,1
p8573,47,Male,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,30.0000000000000000,30,0,0,0,1,30.0000000000000000,30,0,0,0,0,0
p8574,45,Male,USA,2,1,1,671.1500000000000000,9,9,9,0,0,0,9,9,0,0,0,17,810,11,157.1818181818181818,325,147.8888888888888889,304,9,11,157.1818181818181818,325,1,0,0,0,1
p8575,20,Male,USA,3,2,1,361.1416666666666667,1,1,1,0,0,0,1,1,0,0,0,3,58,4,12.7500000000000000,22,0.00000000000000000000,0,1,4,12.7500000000000000,22,1,0,0,0,1
p8576,26,Non-binary,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8577,36,"Female,Transgender",USA,3,2,1,109.2333333333333334,8,8,8,0,0,0,8,8,0,0,0,8,594,10,66.2000000000000000,104,42.2500000000000000,72,8,10,66.2000000000000000,104,1,0,0,0,1
p8578,23,Transgender,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8579,29,Female,,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,3,177,4,62.5000000000000000,89,40.5000000000000000,78,4,4,62.5000000000000000,89,1,0,0,0,1
p858,32,Male,Russia,1,0,1,0,2,2,0,2,0,0,1,0,1,0,0,1,205,2,63.0000000000000000,81,23.5000000000000000,45,2,2,63.0000000000000000,81,0,1,0,0,0
p8580,40,Female,,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,3,177,3,424.3333333333333333,467,403.0000000000000000,406,2,3,424.3333333333333333,467,1,0,0,0,1
p8581,35,Female,UK,1,0,1,0,3,3,2,1,0,0,2,1,1,0,0,3,158,3,34.0000000000000000,74,9.6666666666666667,18,3,3,34.0000000000000000,74,0.6666666666666666,0.3333333333333333,0,0,0
p8582,38,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8583,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8584,28,Female,USA,6,5,2,270.9100000000000000,8,7,5,3,0,0,6,4,2,0,0,15,624,11,48.0909090909090909,69,24.2500000000000000,65,7,11,48.0909090909090909,69,0.625,0.375,0,0,1
p8585,,Male,USA,1,0,1,0,13,13,12,0,0,1,13,12,0,0,1,13,822,15,572.8000000000000000,717,561.3846153846153846,716,13,15,572.8000000000000000,717,0.9230769230769231,0,0,0.07692307692307693,1
p8586,23,Male,France,3,2,2,525.1500000000000000,8,8,8,0,0,0,7,7,0,0,0,15,537,9,90.4444444444444444,194,68.2500000000000000,154,8,9,90.4444444444444444,194,1,0,0,0,1
p8587,22,"Transgender,Female,Non-binary",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8588,22,Female,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,76.0000000000000000,76,0,0,0,1,76.0000000000000000,76,0,0,0,0,0
p8589,33,Transgender,Canada,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,83,2,41.5000000000000000,44,20.0000000000000000,39,2,2,41.5000000000000000,44,1,0,0,0,0
p859,41,Male,France,2,1,2,1372.4166666666666667,1,1,1,0,0,0,0,0,0,0,0,0,29,0,0,0,1.00000000000000000000,1,1,0,0,0,1,0,0,0,1
p8590,29,Male,France,2,1,1,174.7166666666666667,7,7,7,0,0,0,6,6,0,0,0,14,502,8,161.3750000000000000,386,128.7142857142857143,321,7,8,161.3750000000000000,386,1,0,0,0,1
p8591,26,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8592,36,Male,Australia,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,30,2,6.0000000000000000,6,3.5000000000000000,6,2,2,6.0000000000000000,6,1,0,0,0,0
p8593,25,Female,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8594,28,"Non-binary,Transgender",USA,1,0,1,0,3,3,3,0,0,0,4,4,0,0,0,8,192,4,134.2500000000000000,247,96.6666666666666667,121,3,4,134.2500000000000000,247,1,0,0,0,1
p8595,36,Female,New Zealand,1,0,1,0,4,4,4,0,0,0,4,4,0,0,0,4,223,4,56.7500000000000000,105,30.7500000000000000,57,4,4,56.7500000000000000,105,1,0,0,0,0
p8596,31,Female,UK,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,61.5000000000000000,104,10.0000000000000000,19,2,2,61.5000000000000000,104,1,0,0,0,1
p8597,27,Non-binary,USA,1,0,1,0,7,7,7,0,0,0,7,6,1,0,0,15,584,8,123.1250000000000000,240,97.5714285714285714,237,7,8,123.1250000000000000,240,1,0,0,0,1
p8598,50,Male,USA,0,0,0,0,3,3,3,0,0,0,4,4,0,0,0,4,255,4,418.2500000000000000,516,385.6666666666666667,414,3,4,418.2500000000000000,516,1,0,0,0,0
p8599,20,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p86,22,Male,USA,1,0,1,0,5,5,5,0,0,0,5,5,0,0,0,6,417,6,406.3333333333333333,511,385.4000000000000000,474,5,6,406.3333333333333333,511,1,0,0,0,1
p860,28,Male,USA,1,0,1,0,4,4,4,0,0,0,5,5,0,0,0,5,402,6,365.8333333333333333,529,361.2500000000000000,508,4,6,365.8333333333333333,529,1,0,0,0,0
p8600,32,Male,France,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,9,305,4,50.5000000000000000,102,25.0000000000000000,48,4,4,50.5000000000000000,102,1,0,0,0,1
p8601,,Male,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8602,32,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8603,37,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8604,29,Female,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,16,1,6.0000000000000000,6,0,0,0,1,6.0000000000000000,6,0,0,0,0,0
p8605,45,Female,USA,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,2,83,3,42.3333333333333333,50,25.6666666666666667,40,3,3,42.3333333333333333,50,1,0,0,0,0
p8606,22,Male,Norway,1,0,1,0,7,7,7,0,0,0,6,6,0,0,0,14,428,7,163.0000000000000000,322,117.1428571428571429,309,7,7,163.0000000000000000,322,1,0,0,0,0
p8607,30,Male,USA,2,1,1,499.3000000000000000,9,9,9,0,0,0,9,9,0,0,0,12,782,13,152.3076923076923077,314,114.8888888888888889,292,9,13,152.3076923076923077,314,1,0,0,0,1
p8608,18,Non-binary,UK,1,0,1,0,3,3,2,1,0,0,2,1,1,0,0,3,108,3,19.3333333333333333,30,9.3333333333333333,17,3,3,19.3333333333333333,30,0.6666666666666666,0.3333333333333333,0,0,0
p8609,30,Male,USA,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,1,106,3,182.0000000000000000,206,170.0000000000000000,171,2,3,182.0000000000000000,206,1,0,0,0,1
p861,34,Male,Australia,3,2,1,120.4916666666666667,7,7,7,0,0,0,7,7,0,0,0,15,518,8,130.8750000000000000,234,88.1428571428571429,198,7,8,130.8750000000000000,234,1,0,0,0,1
p8610,39,Male,USA,2,1,1,243.8000000000000000,6,6,6,0,0,0,6,6,0,0,0,14,522,8,98.2500000000000000,149,84.3333333333333333,117,6,8,98.2500000000000000,149,1,0,0,0,1
p8611,25,Male,USA,6,5,2,266.47999999999999998667,13,13,13,0,0,0,12,12,0,0,0,20,984,16,103.8750000000000000,338,86.8461538461538462,291,13,16,103.8750000000000000,338,1,0,0,0,0
p8612,39,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p8613,21,Female,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,4,271,4,96.7500000000000000,142,81.6666666666666667,101,3,4,96.7500000000000000,142,1,0,0,0,1
p8614,26,Female,USA,1,0,1,0,5,5,5,0,0,0,5,5,0,0,0,8,415,6,349.3333333333333333,610,297.2000000000000000,546,5,6,349.3333333333333333,610,1,0,0,0,0
p8615,21,Male,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,94,3,15.6666666666666667,29,1.5000000000000000,3,2,3,15.6666666666666667,29,1,0,0,0,1
